date,is_festive_season,festival_name,harvest_season_type
2022_08_22,0,None,Zaid Lean Season
2022_08_23,0,None,Zaid Lean Season
2022_08_24,0,None,Zaid Lean Season
2022_08_25,0,None,Zaid Lean Season
2022_08_26,0,None,Zaid Lean Season
2022_08_27,0,None,Zaid Lean Season
2022_08_28,0,None,Zaid Lean Season
2022_08_29,0,None,Zaid Lean Season
2022_08_30,0,None,Zaid Lean Season
2022_08_31,0,None,Zaid Lean Season
2022_09_01,1,None,Kharif Harvest
2022_09_02,1,None,Kharif Harvest
2022_09_03,1,None,Kharif Harvest
2022_09_04,1,None,Kharif Harvest
2022_09_05,1,None,Kharif Harvest
2022_09_06,1,None,Kharif Harvest
2022_09_07,1,None,Kharif Harvest
2022_09_08,1,None,Kharif Harvest
2022_09_09,1,None,Kharif Harvest
2022_09_10,1,None,Kharif Harvest
2022_09_11,1,None,Kharif Harvest
2022_09_12,1,None,Kharif Harvest
2022_09_13,1,None,Kharif Harvest
2022_09_14,1,None,Kharif Harvest
2022_09_15,1,None,Kharif Harvest
2022_09_16,1,None,Kharif Harvest
2022_09_17,1,None,Kharif Harvest
2022_09_18,1,None,Kharif Harvest
2022_09_19,1,None,Kharif Harvest
2022_09_20,1,None,Kharif Harvest
2022_09_21,1,None,Kharif Harvest
2022_09_22,1,None,Kharif Harvest
2022_09_23,1,None,Kharif Harvest
2022_09_24,1,None,Kharif Harvest
2022_09_25,1,None,Kharif Harvest
2022_09_26,1,None,Kharif Harvest
2022_09_27,1,None,Kharif Harvest
2022_09_28,1,None,Kharif Harvest
2022_09_29,1,None,Kharif Harvest
2022_09_30,1,None,Kharif Harvest
2022_10_01,1,None,Kharif Harvest
2022_10_02,1,Mahatma Gandhi's Jayanti,Kharif Harvest
2022_10_03,1,None,Kharif Harvest
2022_10_04,1,None,Kharif Harvest
2022_10_05,1,Dussehra,Kharif Harvest
2022_10_06,1,None,Kharif Harvest
2022_10_07,1,None,Kharif Harvest
2022_10_08,1,None,Kharif Harvest
2022_10_09,1,Milad-un-Nabi,Kharif Harvest
2022_10_10,1,None,Kharif Harvest
2022_10_11,1,None,Kharif Harvest
2022_10_12,1,None,Kharif Harvest
2022_10_13,1,None,Kharif Harvest
2022_10_14,1,None,Kharif Harvest
2022_10_15,1,None,Kharif Harvest
2022_10_16,1,None,Kharif Harvest
2022_10_17,1,None,Kharif Harvest
2022_10_18,1,None,Kharif Harvest
2022_10_19,1,None,Kharif Harvest
2022_10_20,1,None,Kharif Harvest
2022_10_21,1,None,Kharif Harvest
2022_10_22,1,None,Kharif Harvest
2022_10_23,1,None,Kharif Harvest
2022_10_24,1,Diwali (Deepavali),Kharif Harvest
2022_10_25,1,None,Kharif Harvest
2022_10_26,1,None,Kharif Harvest
2022_10_27,1,None,Kharif Harvest
2022_10_28,1,None,Kharif Harvest
2022_10_29,1,None,Kharif Harvest
2022_10_30,1,None,Kharif Harvest
2022_10_31,1,None,Kharif Harvest
2022_11_01,1,None,Kharif Harvest
2022_11_02,1,None,Kharif Harvest
2022_11_03,1,None,Kharif Harvest
2022_11_04,1,None,Kharif Harvest
2022_11_05,1,None,Kharif Harvest
2022_11_06,1,None,Kharif Harvest
2022_11_07,1,None,Kharif Harvest
2022_11_08,1,Guru Nanak's Jayanti,Kharif Harvest
2022_11_09,1,None,Kharif Harvest
2022_11_10,1,None,Kharif Harvest
2022_11_11,1,None,Kharif Harvest
2022_11_12,1,None,Kharif Harvest
2022_11_13,1,None,Kharif Harvest
2022_11_14,1,None,Kharif Harvest
2022_11_15,1,None,Kharif Harvest
2022_11_16,1,None,Kharif Harvest
2022_11_17,1,None,Kharif Harvest
2022_11_18,1,None,Kharif Harvest
2022_11_19,1,None,Kharif Harvest
2022_11_20,1,None,Kharif Harvest
2022_11_21,1,None,Kharif Harvest
2022_11_22,1,None,Kharif Harvest
2022_11_23,1,None,Kharif Harvest
2022_11_24,1,None,Kharif Harvest
2022_11_25,1,None,Kharif Harvest
2022_11_26,1,None,Kharif Harvest
2022_11_27,1,None,Kharif Harvest
2022_11_28,1,None,Kharif Harvest
2022_11_29,1,None,Kharif Harvest
2022_11_30,1,None,Kharif Harvest
2022_12_01,0,None,Zaid Lean Season
2022_12_02,0,None,Zaid Lean Season
2022_12_03,0,None,Zaid Lean Season
2022_12_04,0,None,Zaid Lean Season
2022_12_05,0,None,Zaid Lean Season
2022_12_06,0,None,Zaid Lean Season
2022_12_07,0,None,Zaid Lean Season
2022_12_08,0,None,Zaid Lean Season
2022_12_09,0,None,Zaid Lean Season
2022_12_10,0,None,Zaid Lean Season
2022_12_11,0,None,Zaid Lean Season
2022_12_12,0,None,Zaid Lean Season
2022_12_13,0,None,Zaid Lean Season
2022_12_14,0,None,Zaid Lean Season
2022_12_15,0,None,Zaid Lean Season
2022_12_16,0,None,Zaid Lean Season
2022_12_17,0,None,Zaid Lean Season
2022_12_18,0,None,Zaid Lean Season
2022_12_19,0,None,Zaid Lean Season
2022_12_20,0,None,Zaid Lean Season
2022_12_21,0,None,Zaid Lean Season
2022_12_22,0,None,Zaid Lean Season
2022_12_23,0,None,Zaid Lean Season
2022_12_24,0,None,Zaid Lean Season
2022_12_25,1,Christmas,Zaid Lean Season
2022_12_26,0,None,Zaid Lean Season
2022_12_27,0,None,Zaid Lean Season
2022_12_28,0,None,Zaid Lean Season
2022_12_29,0,None,Zaid Lean Season
2022_12_30,0,None,Zaid Lean Season
2022_12_31,0,None,Zaid Lean Season
2023_01_01,0,None,Zaid Lean Season
2023_01_02,0,None,Zaid Lean Season
2023_01_03,0,None,Zaid Lean Season
2023_01_04,0,None,Zaid Lean Season
2023_01_05,0,None,Zaid Lean Season
2023_01_06,0,None,Zaid Lean Season
2023_01_07,0,None,Zaid Lean Season
2023_01_08,0,None,Zaid Lean Season
2023_01_09,0,None,Zaid Lean Season
2023_01_10,0,None,Zaid Lean Season
2023_01_11,0,None,Zaid Lean Season
2023_01_12,0,None,Zaid Lean Season
2023_01_13,0,None,Zaid Lean Season
2023_01_14,0,None,Zaid Lean Season
2023_01_15,0,None,Zaid Lean Season
2023_01_16,0,None,Zaid Lean Season
2023_01_17,0,None,Zaid Lean Season
2023_01_18,0,None,Zaid Lean Season
2023_01_19,0,None,Zaid Lean Season
2023_01_20,0,None,Zaid Lean Season
2023_01_21,0,None,Zaid Lean Season
2023_01_22,0,None,Zaid Lean Season
2023_01_23,0,None,Zaid Lean Season
2023_01_24,0,None,Zaid Lean Season
2023_01_25,0,None,Zaid Lean Season
2023_01_26,1,Republic Day,Zaid Lean Season
2023_01_27,0,None,Zaid Lean Season
2023_01_28,0,None,Zaid Lean Season
2023_01_29,0,None,Zaid Lean Season
2023_01_30,0,None,Zaid Lean Season
2023_01_31,0,None,Zaid Lean Season
2023_02_01,0,None,Zaid Lean Season
2023_02_02,0,None,Zaid Lean Season
2023_02_03,0,None,Zaid Lean Season
2023_02_04,0,None,Zaid Lean Season
2023_02_05,0,None,Zaid Lean Season
2023_02_06,0,None,Zaid Lean Season
2023_02_07,0,None,Zaid Lean Season
2023_02_08,0,None,Zaid Lean Season
2023_02_09,0,None,Zaid Lean Season
2023_02_10,0,None,Zaid Lean Season
2023_02_11,0,None,Zaid Lean Season
2023_02_12,0,None,Zaid Lean Season
2023_02_13,0,None,Zaid Lean Season
2023_02_14,0,None,Zaid Lean Season
2023_02_15,0,None,Zaid Lean Season
2023_02_16,0,None,Zaid Lean Season
2023_02_17,0,None,Zaid Lean Season
2023_02_18,0,None,Zaid Lean Season
2023_02_19,0,None,Zaid Lean Season
2023_02_20,0,None,Zaid Lean Season
2023_02_21,0,None,Zaid Lean Season
2023_02_22,0,None,Zaid Lean Season
2023_02_23,0,None,Zaid Lean Season
2023_02_24,0,None,Zaid Lean Season
2023_02_25,0,None,Zaid Lean Season
2023_02_26,0,None,Zaid Lean Season
2023_02_27,0,None,Zaid Lean Season
2023_02_28,0,None,Zaid Lean Season
2023_03_01,0,None,Rabi Harvest
2023_03_02,0,None,Rabi Harvest
2023_03_03,0,None,Rabi Harvest
2023_03_04,0,None,Rabi Harvest
2023_03_05,0,None,Rabi Harvest
2023_03_06,0,None,Rabi Harvest
2023_03_07,0,None,Rabi Harvest
2023_03_08,1,Holi,Rabi Harvest
2023_03_09,0,None,Rabi Harvest
2023_03_10,0,None,Rabi Harvest
2023_03_11,0,None,Rabi Harvest
2023_03_12,0,None,Rabi Harvest
2023_03_13,0,None,Rabi Harvest
2023_03_14,0,None,Rabi Harvest
2023_03_15,0,None,Rabi Harvest
2023_03_16,0,None,Rabi Harvest
2023_03_17,0,None,Rabi Harvest
2023_03_18,0,None,Rabi Harvest
2023_03_19,0,None,Rabi Harvest
2023_03_20,0,None,Rabi Harvest
2023_03_21,0,None,Rabi Harvest
2023_03_22,0,None,Rabi Harvest
2023_03_23,0,None,Rabi Harvest
2023_03_24,0,None,Rabi Harvest
2023_03_25,0,None,Rabi Harvest
2023_03_26,0,None,Rabi Harvest
2023_03_27,0,None,Rabi Harvest
2023_03_28,0,None,Rabi Harvest
2023_03_29,0,None,Rabi Harvest
2023_03_30,1,Ram Navami,Rabi Harvest
2023_03_31,0,None,Rabi Harvest
2023_04_01,0,None,Rabi Harvest
2023_04_02,0,None,Rabi Harvest
2023_04_03,0,None,Rabi Harvest
2023_04_04,1,Mahavir Jayanti,Rabi Harvest
2023_04_05,0,None,Rabi Harvest
2023_04_06,0,None,Rabi Harvest
2023_04_07,1,Good Friday,Rabi Harvest
2023_04_08,0,None,Rabi Harvest
2023_04_09,0,None,Rabi Harvest
2023_04_10,0,None,Rabi Harvest
2023_04_11,0,None,Rabi Harvest
2023_04_12,0,None,Rabi Harvest
2023_04_13,0,None,Rabi Harvest
2023_04_14,1,Dr. B. R. Ambedkar's Jayanti,Rabi Harvest
2023_04_15,0,None,Rabi Harvest
2023_04_16,0,None,Rabi Harvest
2023_04_17,0,None,Rabi Harvest
2023_04_18,0,None,Rabi Harvest
2023_04_19,0,None,Rabi Harvest
2023_04_20,0,None,Rabi Harvest
2023_04_21,0,None,Rabi Harvest
2023_04_22,1,Id-ul-Fitr,Rabi Harvest
2023_04_23,0,None,Rabi Harvest
2023_04_24,0,None,Rabi Harvest
2023_04_25,0,None,Rabi Harvest
2023_04_26,0,None,Rabi Harvest
2023_04_27,0,None,Rabi Harvest
2023_04_28,0,None,Rabi Harvest
2023_04_29,0,None,Rabi Harvest
2023_04_30,0,None,Rabi Harvest
2023_05_01,0,None,Rabi Harvest
2023_05_02,0,None,Rabi Harvest
2023_05_03,0,None,Rabi Harvest
2023_05_04,0,None,Rabi Harvest
2023_05_05,1,Buddha Purnima,Rabi Harvest
2023_05_06,0,None,Rabi Harvest
2023_05_07,0,None,Rabi Harvest
2023_05_08,0,None,Rabi Harvest
2023_05_09,0,None,Rabi Harvest
2023_05_10,0,None,Rabi Harvest
2023_05_11,0,None,Rabi Harvest
2023_05_12,0,None,Rabi Harvest
2023_05_13,0,None,Rabi Harvest
2023_05_14,0,None,Rabi Harvest
2023_05_15,0,None,Rabi Harvest
2023_05_16,0,None,Rabi Harvest
2023_05_17,0,None,Rabi Harvest
2023_05_18,0,None,Rabi Harvest
2023_05_19,0,None,Rabi Harvest
2023_05_20,0,None,Rabi Harvest
2023_05_21,0,None,Rabi Harvest
2023_05_22,0,None,Rabi Harvest
2023_05_23,0,None,Rabi Harvest
2023_05_24,0,None,Rabi Harvest
2023_05_25,0,None,Rabi Harvest
2023_05_26,0,None,Rabi Harvest
2023_05_27,0,None,Rabi Harvest
2023_05_28,0,None,Rabi Harvest
2023_05_29,0,None,Rabi Harvest
2023_05_30,0,None,Rabi Harvest
2023_05_31,0,None,Rabi Harvest
2023_06_01,0,None,Zaid Lean Season
2023_06_02,0,None,Zaid Lean Season
2023_06_03,0,None,Zaid Lean Season
2023_06_04,0,None,Zaid Lean Season
2023_06_05,0,None,Zaid Lean Season
2023_06_06,0,None,Zaid Lean Season
2023_06_07,0,None,Zaid Lean Season
2023_06_08,0,None,Zaid Lean Season
2023_06_09,0,None,Zaid Lean Season
2023_06_10,0,None,Zaid Lean Season
2023_06_11,0,None,Zaid Lean Season
2023_06_12,0,None,Zaid Lean Season
2023_06_13,0,None,Zaid Lean Season
2023_06_14,0,None,Zaid Lean Season
2023_06_15,0,None,Zaid Lean Season
2023_06_16,0,None,Zaid Lean Season
2023_06_17,0,None,Zaid Lean Season
2023_06_18,0,None,Zaid Lean Season
2023_06_19,0,None,Zaid Lean Season
2023_06_20,0,None,Zaid Lean Season
2023_06_21,0,None,Zaid Lean Season
2023_06_22,0,None,Zaid Lean Season
2023_06_23,0,None,Zaid Lean Season
2023_06_24,0,None,Zaid Lean Season
2023_06_25,0,None,Zaid Lean Season
2023_06_26,0,None,Zaid Lean Season
2023_06_27,0,None,Zaid Lean Season
2023_06_28,0,None,Zaid Lean Season
2023_06_29,1,Id-ul-Zuha (Bakrid),Zaid Lean Season
2023_06_30,0,None,Zaid Lean Season
2023_07_01,0,None,Zaid Lean Season
2023_07_02,0,None,Zaid Lean Season
2023_07_03,0,None,Zaid Lean Season
2023_07_04,0,None,Zaid Lean Season
2023_07_05,0,None,Zaid Lean Season
2023_07_06,0,None,Zaid Lean Season
2023_07_07,0,None,Zaid Lean Season
2023_07_08,0,None,Zaid Lean Season
2023_07_09,0,None,Zaid Lean Season
2023_07_10,0,None,Zaid Lean Season
2023_07_11,0,None,Zaid Lean Season
2023_07_12,0,None,Zaid Lean Season
2023_07_13,0,None,Zaid Lean Season
2023_07_14,0,None,Zaid Lean Season
2023_07_15,0,None,Zaid Lean Season
2023_07_16,0,None,Zaid Lean Season
2023_07_17,0,None,Zaid Lean Season
2023_07_18,0,None,Zaid Lean Season
2023_07_19,0,None,Zaid Lean Season
2023_07_20,0,None,Zaid Lean Season
2023_07_21,0,None,Zaid Lean Season
2023_07_22,0,None,Zaid Lean Season
2023_07_23,0,None,Zaid Lean Season
2023_07_24,0,None,Zaid Lean Season
2023_07_25,0,None,Zaid Lean Season
2023_07_26,0,None,Zaid Lean Season
2023_07_27,0,None,Zaid Lean Season
2023_07_28,0,None,Zaid Lean Season
2023_07_29,1,Muharram,Zaid Lean Season
2023_07_30,0,None,Zaid Lean Season
2023_07_31,0,None,Zaid Lean Season
2023_08_01,0,None,Zaid Lean Season
2023_08_02,0,None,Zaid Lean Season
2023_08_03,0,None,Zaid Lean Season
2023_08_04,0,None,Zaid Lean Season
2023_08_05,0,None,Zaid Lean Season
2023_08_06,0,None,Zaid Lean Season
2023_08_07,0,None,Zaid Lean Season
2023_08_08,0,None,Zaid Lean Season
2023_08_09,0,None,Zaid Lean Season
2023_08_10,0,None,Zaid Lean Season
2023_08_11,0,None,Zaid Lean Season
2023_08_12,0,None,Zaid Lean Season
2023_08_13,0,None,Zaid Lean Season
2023_08_14,0,None,Zaid Lean Season
2023_08_15,1,Independence Day,Zaid Lean Season
2023_08_16,0,None,Zaid Lean Season
2023_08_17,0,None,Zaid Lean Season
2023_08_18,0,None,Zaid Lean Season
2023_08_19,0,None,Zaid Lean Season
2023_08_20,0,None,Zaid Lean Season
2023_08_21,0,None,Zaid Lean Season
2023_08_22,0,None,Zaid Lean Season
2023_08_23,0,None,Zaid Lean Season
2023_08_24,0,None,Zaid Lean Season
2023_08_25,0,None,Zaid Lean Season
2023_08_26,0,None,Zaid Lean Season
2023_08_27,0,None,Zaid Lean Season
2023_08_28,0,None,Zaid Lean Season
2023_08_29,0,None,Zaid Lean Season
2023_08_30,0,None,Zaid Lean Season
2023_08_31,0,None,Zaid Lean Season
2023_09_01,1,None,Kharif Harvest
2023_09_02,1,None,Kharif Harvest
2023_09_03,1,None,Kharif Harvest
2023_09_04,1,None,Kharif Harvest
2023_09_05,1,None,Kharif Harvest
2023_09_06,1,None,Kharif Harvest
2023_09_07,1,Janmashtami (Vaishnava),Kharif Harvest
2023_09_08,1,None,Kharif Harvest
2023_09_09,1,None,Kharif Harvest
2023_09_10,1,None,Kharif Harvest
2023_09_11,1,None,Kharif Harvest
2023_09_12,1,None,Kharif Harvest
2023_09_13,1,None,Kharif Harvest
2023_09_14,1,None,Kharif Harvest
2023_09_15,1,None,Kharif Harvest
2023_09_16,1,None,Kharif Harvest
2023_09_17,1,None,Kharif Harvest
2023_09_18,1,None,Kharif Harvest
2023_09_19,1,None,Kharif Harvest
2023_09_20,1,None,Kharif Harvest
2023_09_21,1,None,Kharif Harvest
2023_09_22,1,None,Kharif Harvest
2023_09_23,1,None,Kharif Harvest
2023_09_24,1,None,Kharif Harvest
2023_09_25,1,None,Kharif Harvest
2023_09_26,1,None,Kharif Harvest
2023_09_27,1,None,Kharif Harvest
2023_09_28,1,Milad-un-Nabi,Kharif Harvest
2023_09_29,1,None,Kharif Harvest
2023_09_30,1,None,Kharif Harvest
2023_10_01,1,None,Kharif Harvest
2023_10_02,1,Mahatma Gandhi's Jayanti,Kharif Harvest
2023_10_03,1,None,Kharif Harvest
2023_10_04,1,None,Kharif Harvest
2023_10_05,1,None,Kharif Harvest
2023_10_06,1,None,Kharif Harvest
2023_10_07,1,None,Kharif Harvest
2023_10_08,1,None,Kharif Harvest
2023_10_09,1,None,Kharif Harvest
2023_10_10,1,None,Kharif Harvest
2023_10_11,1,None,Kharif Harvest
2023_10_12,1,None,Kharif Harvest
2023_10_13,1,None,Kharif Harvest
2023_10_14,1,None,Kharif Harvest
2023_10_15,1,None,Kharif Harvest
2023_10_16,1,None,Kharif Harvest
2023_10_17,1,None,Kharif Harvest
2023_10_18,1,None,Kharif Harvest
2023_10_19,1,None,Kharif Harvest
2023_10_20,1,None,Kharif Harvest
2023_10_21,1,None,Kharif Harvest
2023_10_22,1,None,Kharif Harvest
2023_10_23,1,None,Kharif Harvest
2023_10_24,1,Dussehra,Kharif Harvest
2023_10_25,1,None,Kharif Harvest
2023_10_26,1,None,Kharif Harvest
2023_10_27,1,None,Kharif Harvest
2023_10_28,1,None,Kharif Harvest
2023_10_29,1,None,Kharif Harvest
2023_10_30,1,None,Kharif Harvest
2023_10_31,1,None,Kharif Harvest
2023_11_01,1,None,Kharif Harvest
2023_11_02,1,None,Kharif Harvest
2023_11_03,1,None,Kharif Harvest
2023_11_04,1,None,Kharif Harvest
2023_11_05,1,None,Kharif Harvest
2023_11_06,1,None,Kharif Harvest
2023_11_07,1,None,Kharif Harvest
2023_11_08,1,None,Kharif Harvest
2023_11_09,1,None,Kharif Harvest
2023_11_10,1,None,Kharif Harvest
2023_11_11,1,None,Kharif Harvest
2023_11_12,1,Diwali (Deepavali),Kharif Harvest
2023_11_13,1,None,Kharif Harvest
2023_11_14,1,None,Kharif Harvest
2023_11_15,1,None,Kharif Harvest
2023_11_16,1,None,Kharif Harvest
2023_11_17,1,None,Kharif Harvest
2023_11_18,1,None,Kharif Harvest
2023_11_19,1,None,Kharif Harvest
2023_11_20,1,None,Kharif Harvest
2023_11_21,1,None,Kharif Harvest
2023_11_22,1,None,Kharif Harvest
2023_11_23,1,None,Kharif Harvest
2023_11_24,1,None,Kharif Harvest
2023_11_25,1,None,Kharif Harvest
2023_11_26,1,None,Kharif Harvest
2023_11_27,1,Guru Nanak's Jayanti,Kharif Harvest
2023_11_28,1,None,Kharif Harvest
2023_11_29,1,None,Kharif Harvest
2023_11_30,1,None,Kharif Harvest
2023_12_01,0,None,Zaid Lean Season
2023_12_02,0,None,Zaid Lean Season
2023_12_03,0,None,Zaid Lean Season
2023_12_04,0,None,Zaid Lean Season
2023_12_05,0,None,Zaid Lean Season
2023_12_06,0,None,Zaid Lean Season
2023_12_07,0,None,Zaid Lean Season
2023_12_08,0,None,Zaid Lean Season
2023_12_09,0,None,Zaid Lean Season
2023_12_10,0,None,Zaid Lean Season
2023_12_11,0,None,Zaid Lean Season
2023_12_12,0,None,Zaid Lean Season
2023_12_13,0,None,Zaid Lean Season
2023_12_14,0,None,Zaid Lean Season
2023_12_15,0,None,Zaid Lean Season
2023_12_16,0,None,Zaid Lean Season
2023_12_17,0,None,Zaid Lean Season
2023_12_18,0,None,Zaid Lean Season
2023_12_19,0,None,Zaid Lean Season
2023_12_20,0,None,Zaid Lean Season
2023_12_21,0,None,Zaid Lean Season
2023_12_22,0,None,Zaid Lean Season
2023_12_23,0,None,Zaid Lean Season
2023_12_24,0,None,Zaid Lean Season
2023_12_25,1,Christmas,Zaid Lean Season
2023_12_26,0,None,Zaid Lean Season
2023_12_27,0,None,Zaid Lean Season
2023_12_28,0,None,Zaid Lean Season
2023_12_29,0,None,Zaid Lean Season
2023_12_30,0,None,Zaid Lean Season
2023_12_31,0,None,Zaid Lean Season
2024_01_01,0,None,Zaid Lean Season
2024_01_02,0,None,Zaid Lean Season
2024_01_03,0,None,Zaid Lean Season
2024_01_04,0,None,Zaid Lean Season
2024_01_05,0,None,Zaid Lean Season
2024_01_06,0,None,Zaid Lean Season
2024_01_07,0,None,Zaid Lean Season
2024_01_08,0,None,Zaid Lean Season
2024_01_09,0,None,Zaid Lean Season
2024_01_10,0,None,Zaid Lean Season
2024_01_11,0,None,Zaid Lean Season
2024_01_12,0,None,Zaid Lean Season
2024_01_13,0,None,Zaid Lean Season
2024_01_14,0,None,Zaid Lean Season
2024_01_15,0,None,Zaid Lean Season
2024_01_16,0,None,Zaid Lean Season
2024_01_17,0,None,Zaid Lean Season
2024_01_18,0,None,Zaid Lean Season
2024_01_19,0,None,Zaid Lean Season
2024_01_20,0,None,Zaid Lean Season
2024_01_21,0,None,Zaid Lean Season
2024_01_22,0,None,Zaid Lean Season
2024_01_23,0,None,Zaid Lean Season
2024_01_24,0,None,Zaid Lean Season
2024_01_25,0,None,Zaid Lean Season
2024_01_26,1,Republic Day,Zaid Lean Season
2024_01_27,0,None,Zaid Lean Season
2024_01_28,0,None,Zaid Lean Season
2024_01_29,0,None,Zaid Lean Season
2024_01_30,0,None,Zaid Lean Season
2024_01_31,0,None,Zaid Lean Season
2024_02_01,0,None,Zaid Lean Season
2024_02_02,0,None,Zaid Lean Season
2024_02_03,0,None,Zaid Lean Season
2024_02_04,0,None,Zaid Lean Season
2024_02_05,0,None,Zaid Lean Season
2024_02_06,0,None,Zaid Lean Season
2024_02_07,0,None,Zaid Lean Season
2024_02_08,0,None,Zaid Lean Season
2024_02_09,0,None,Zaid Lean Season
2024_02_10,0,None,Zaid Lean Season
2024_02_11,0,None,Zaid Lean Season
2024_02_12,0,None,Zaid Lean Season
2024_02_13,0,None,Zaid Lean Season
2024_02_14,0,None,Zaid Lean Season
2024_02_15,0,None,Zaid Lean Season
2024_02_16,0,None,Zaid Lean Season
2024_02_17,0,None,Zaid Lean Season
2024_02_18,0,None,Zaid Lean Season
2024_02_19,0,None,Zaid Lean Season
2024_02_20,0,None,Zaid Lean Season
2024_02_21,0,None,Zaid Lean Season
2024_02_22,0,None,Zaid Lean Season
2024_02_23,0,None,Zaid Lean Season
2024_02_24,0,None,Zaid Lean Season
2024_02_25,0,None,Zaid Lean Season
2024_02_26,0,None,Zaid Lean Season
2024_02_27,0,None,Zaid Lean Season
2024_02_28,0,None,Zaid Lean Season
2024_02_29,0,None,Zaid Lean Season
2024_03_01,0,None,Rabi Harvest
2024_03_02,0,None,Rabi Harvest
2024_03_03,0,None,Rabi Harvest
2024_03_04,0,None,Rabi Harvest
2024_03_05,0,None,Rabi Harvest
2024_03_06,0,None,Rabi Harvest
2024_03_07,0,None,Rabi Harvest
2024_03_08,0,None,Rabi Harvest
2024_03_09,0,None,Rabi Harvest
2024_03_10,0,None,Rabi Harvest
2024_03_11,0,None,Rabi Harvest
2024_03_12,0,None,Rabi Harvest
2024_03_13,0,None,Rabi Harvest
2024_03_14,0,None,Rabi Harvest
2024_03_15,0,None,Rabi Harvest
2024_03_16,0,None,Rabi Harvest
2024_03_17,0,None,Rabi Harvest
2024_03_18,0,None,Rabi Harvest
2024_03_19,0,None,Rabi Harvest
2024_03_20,0,None,Rabi Harvest
2024_03_21,0,None,Rabi Harvest
2024_03_22,0,None,Rabi Harvest
2024_03_23,0,None,Rabi Harvest
2024_03_24,0,None,Rabi Harvest
2024_03_25,1,Holi,Rabi Harvest
2024_03_26,0,None,Rabi Harvest
2024_03_27,0,None,Rabi Harvest
2024_03_28,0,None,Rabi Harvest
2024_03_29,1,Good Friday,Rabi Harvest
2024_03_30,0,None,Rabi Harvest
2024_03_31,0,None,Rabi Harvest
2024_04_01,0,None,Rabi Harvest
2024_04_02,0,None,Rabi Harvest
2024_04_03,0,None,Rabi Harvest
2024_04_04,0,None,Rabi Harvest
2024_04_05,0,None,Rabi Harvest
2024_04_06,0,None,Rabi Harvest
2024_04_07,0,None,Rabi Harvest
2024_04_08,0,None,Rabi Harvest
2024_04_09,0,None,Rabi Harvest
2024_04_10,0,None,Rabi Harvest
2024_04_11,1,Id-ul-Fitr,Rabi Harvest
2024_04_12,0,None,Rabi Harvest
2024_04_13,0,None,Rabi Harvest
2024_04_14,1,Dr. B. R. Ambedkar's Jayanti,Rabi Harvest
2024_04_15,0,None,Rabi Harvest
2024_04_16,0,None,Rabi Harvest
2024_04_17,1,Ram Navami,Rabi Harvest
2024_04_18,0,None,Rabi Harvest
2024_04_19,0,None,Rabi Harvest
2024_04_20,0,None,Rabi Harvest
2024_04_21,1,Mahavir Jayanti,Rabi Harvest
2024_04_22,0,None,Rabi Harvest
2024_04_23,0,None,Rabi Harvest
2024_04_24,0,None,Rabi Harvest
2024_04_25,0,None,Rabi Harvest
2024_04_26,0,None,Rabi Harvest
2024_04_27,0,None,Rabi Harvest
2024_04_28,0,None,Rabi Harvest
2024_04_29,0,None,Rabi Harvest
2024_04_30,0,None,Rabi Harvest
2024_05_01,0,None,Rabi Harvest
2024_05_02,0,None,Rabi Harvest
2024_05_03,0,None,Rabi Harvest
2024_05_04,0,None,Rabi Harvest
2024_05_05,0,None,Rabi Harvest
2024_05_06,0,None,Rabi Harvest
2024_05_07,0,None,Rabi Harvest
2024_05_08,0,None,Rabi Harvest
2024_05_09,0,None,Rabi Harvest
2024_05_10,0,None,Rabi Harvest
2024_05_11,0,None,Rabi Harvest
2024_05_12,0,None,Rabi Harvest
2024_05_13,0,None,Rabi Harvest
2024_05_14,0,None,Rabi Harvest
2024_05_15,0,None,Rabi Harvest
2024_05_16,0,None,Rabi Harvest
2024_05_17,0,None,Rabi Harvest
2024_05_18,0,None,Rabi Harvest
2024_05_19,0,None,Rabi Harvest
2024_05_20,0,None,Rabi Harvest
2024_05_21,0,None,Rabi Harvest
2024_05_22,0,None,Rabi Harvest
2024_05_23,1,Buddha Purnima,Rabi Harvest
2024_05_24,0,None,Rabi Harvest
2024_05_25,0,None,Rabi Harvest
2024_05_26,0,None,Rabi Harvest
2024_05_27,0,None,Rabi Harvest
2024_05_28,0,None,Rabi Harvest
2024_05_29,0,None,Rabi Harvest
2024_05_30,0,None,Rabi Harvest
2024_05_31,0,None,Rabi Harvest
2024_06_01,0,None,Zaid Lean Season
2024_06_02,0,None,Zaid Lean Season
2024_06_03,0,None,Zaid Lean Season
2024_06_04,0,None,Zaid Lean Season
2024_06_05,0,None,Zaid Lean Season
2024_06_06,0,None,Zaid Lean Season
2024_06_07,0,None,Zaid Lean Season
2024_06_08,0,None,Zaid Lean Season
2024_06_09,0,None,Zaid Lean Season
2024_06_10,0,None,Zaid Lean Season
2024_06_11,0,None,Zaid Lean Season
2024_06_12,0,None,Zaid Lean Season
2024_06_13,0,None,Zaid Lean Season
2024_06_14,0,None,Zaid Lean Season
2024_06_15,0,None,Zaid Lean Season
2024_06_16,0,None,Zaid Lean Season
2024_06_17,1,Id-ul-Zuha (Bakrid),Zaid Lean Season
2024_06_18,0,None,Zaid Lean Season
2024_06_19,0,None,Zaid Lean Season
2024_06_20,0,None,Zaid Lean Season
2024_06_21,0,None,Zaid Lean Season
