date,is_festive_season,festival_name,harvest_season_type
2020_10_24,1,None,Kharif Harvest
2020_10_25,1,Dussehra,Kharif Harvest
2020_10_26,1,None,Kharif Harvest
2020_10_27,1,None,Kharif Harvest
2020_10_28,1,None,Kharif Harvest
2020_10_29,1,None,Kharif Harvest
2020_10_30,1,Milad-un-Nabi,Kharif Harvest
2020_10_31,1,None,Kharif Harvest
2020_11_01,1,None,Kharif Harvest
2020_11_02,1,None,Kharif Harvest
2020_11_03,1,None,Kharif Harvest
2020_11_04,1,None,Kharif Harvest
2020_11_05,1,None,Kharif Harvest
2020_11_06,1,None,Kharif Harvest
2020_11_07,1,None,Kharif Harvest
2020_11_08,1,None,Kharif Harvest
2020_11_09,1,None,Kharif Harvest
2020_11_10,1,None,Kharif Harvest
2020_11_11,1,None,Kharif Harvest
2020_11_12,1,None,Kharif Harvest
2020_11_13,1,None,Kharif Harvest
2020_11_14,1,Diwali (Deepavali),Kharif Harvest
2020_11_15,1,None,Kharif Harvest
2020_11_16,1,None,Kharif Harvest
2020_11_17,1,None,Kharif Harvest
2020_11_18,1,None,Kharif Harvest
2020_11_19,1,None,Kharif Harvest
2020_11_20,1,None,Kharif Harvest
2020_11_21,1,None,Kharif Harvest
2020_11_22,1,None,Kharif Harvest
2020_11_23,1,None,Kharif Harvest
2020_11_24,1,None,Kharif Harvest
2020_11_25,1,None,Kharif Harvest
2020_11_26,1,None,Kharif Harvest
2020_11_27,1,None,Kharif Harvest
2020_11_28,1,None,Kharif Harvest
2020_11_29,1,None,Kharif Harvest
2020_11_30,1,Guru Nanak's Jayanti,Kharif Harvest
2020_12_01,0,None,Zaid Lean Season
2020_12_02,0,None,Zaid Lean Season
2020_12_03,0,None,Zaid Lean Season
2020_12_04,0,None,Zaid Lean Season
2020_12_05,0,None,Zaid Lean Season
2020_12_06,0,None,Zaid Lean Season
2020_12_07,0,None,Zaid Lean Season
2020_12_08,0,None,Zaid Lean Season
2020_12_09,0,None,Zaid Lean Season
2020_12_10,0,None,Zaid Lean Season
2020_12_11,0,None,Zaid Lean Season
2020_12_12,0,None,Zaid Lean Season
2020_12_13,0,None,Zaid Lean Season
2020_12_14,0,None,Zaid Lean Season
2020_12_15,0,None,Zaid Lean Season
2020_12_16,0,None,Zaid Lean Season
2020_12_17,0,None,Zaid Lean Season
2020_12_18,0,None,Zaid Lean Season
2020_12_19,0,None,Zaid Lean Season
2020_12_20,0,None,Zaid Lean Season
2020_12_21,0,None,Zaid Lean Season
2020_12_22,0,None,Zaid Lean Season
2020_12_23,0,None,Zaid Lean Season
2020_12_24,0,None,Zaid Lean Season
2020_12_25,1,Christmas,Zaid Lean Season
2020_12_26,0,None,Zaid Lean Season
2020_12_27,0,None,Zaid Lean Season
2020_12_28,0,None,Zaid Lean Season
2020_12_29,0,None,Zaid Lean Season
2020_12_30,0,None,Zaid Lean Season
2020_12_31,0,None,Zaid Lean Season
2021_01_01,0,None,Zaid Lean Season
2021_01_02,0,None,Zaid Lean Season
2021_01_03,0,None,Zaid Lean Season
2021_01_04,0,None,Zaid Lean Season
2021_01_05,0,None,Zaid Lean Season
2021_01_06,0,None,Zaid Lean Season
2021_01_07,0,None,Zaid Lean Season
2021_01_08,0,None,Zaid Lean Season
2021_01_09,0,None,Zaid Lean Season
2021_01_10,0,None,Zaid Lean Season
2021_01_11,0,None,Zaid Lean Season
2021_01_12,0,None,Zaid Lean Season
2021_01_13,0,None,Zaid Lean Season
2021_01_14,0,None,Zaid Lean Season
2021_01_15,0,None,Zaid Lean Season
2021_01_16,0,None,Zaid Lean Season
2021_01_17,0,None,Zaid Lean Season
2021_01_18,0,None,Zaid Lean Season
2021_01_19,0,None,Zaid Lean Season
2021_01_20,0,None,Zaid Lean Season
2021_01_21,0,None,Zaid Lean Season
2021_01_22,0,None,Zaid Lean Season
2021_01_23,0,None,Zaid Lean Season
2021_01_24,0,None,Zaid Lean Season
2021_01_25,0,None,Zaid Lean Season
2021_01_26,1,Republic Day,Zaid Lean Season
2021_01_27,0,None,Zaid Lean Season
2021_01_28,0,None,Zaid Lean Season
2021_01_29,0,None,Zaid Lean Season
2021_01_30,0,None,Zaid Lean Season
2021_01_31,0,None,Zaid Lean Season
2021_02_01,0,None,Zaid Lean Season
2021_02_02,0,None,Zaid Lean Season
2021_02_03,0,None,Zaid Lean Season
2021_02_04,0,None,Zaid Lean Season
2021_02_05,0,None,Zaid Lean Season
2021_02_06,0,None,Zaid Lean Season
2021_02_07,0,None,Zaid Lean Season
2021_02_08,0,None,Zaid Lean Season
2021_02_09,0,None,Zaid Lean Season
2021_02_10,0,None,Zaid Lean Season
2021_02_11,0,None,Zaid Lean Season
2021_02_12,0,None,Zaid Lean Season
2021_02_13,0,None,Zaid Lean Season
2021_02_14,0,None,Zaid Lean Season
2021_02_15,0,None,Zaid Lean Season
2021_02_16,0,None,Zaid Lean Season
2021_02_17,0,None,Zaid Lean Season
2021_02_18,0,None,Zaid Lean Season
2021_02_19,0,None,Zaid Lean Season
2021_02_20,0,None,Zaid Lean Season
2021_02_21,0,None,Zaid Lean Season
2021_02_22,0,None,Zaid Lean Season
2021_02_23,0,None,Zaid Lean Season
2021_02_24,0,None,Zaid Lean Season
2021_02_25,0,None,Zaid Lean Season
2021_02_26,0,None,Zaid Lean Season
2021_02_27,0,None,Zaid Lean Season
2021_02_28,0,None,Zaid Lean Season
2021_03_01,0,None,Rabi Harvest
2021_03_02,0,None,Rabi Harvest
2021_03_03,0,None,Rabi Harvest
2021_03_04,0,None,Rabi Harvest
2021_03_05,0,None,Rabi Harvest
2021_03_06,0,None,Rabi Harvest
2021_03_07,0,None,Rabi Harvest
2021_03_08,0,None,Rabi Harvest
2021_03_09,0,None,Rabi Harvest
2021_03_10,0,None,Rabi Harvest
2021_03_11,0,None,Rabi Harvest
2021_03_12,0,None,Rabi Harvest
2021_03_13,0,None,Rabi Harvest
2021_03_14,0,None,Rabi Harvest
2021_03_15,0,None,Rabi Harvest
2021_03_16,0,None,Rabi Harvest
2021_03_17,0,None,Rabi Harvest
2021_03_18,0,None,Rabi Harvest
2021_03_19,0,None,Rabi Harvest
2021_03_20,0,None,Rabi Harvest
2021_03_21,0,None,Rabi Harvest
2021_03_22,0,None,Rabi Harvest
2021_03_23,0,None,Rabi Harvest
2021_03_24,0,None,Rabi Harvest
2021_03_25,0,None,Rabi Harvest
2021_03_26,0,None,Rabi Harvest
2021_03_27,0,None,Rabi Harvest
2021_03_28,0,None,Rabi Harvest
2021_03_29,1,Holi,Rabi Harvest
2021_03_30,0,None,Rabi Harvest
2021_03_31,0,None,Rabi Harvest
2021_04_01,0,None,Rabi Harvest
2021_04_02,1,Good Friday,Rabi Harvest
2021_04_03,0,None,Rabi Harvest
2021_04_04,0,None,Rabi Harvest
2021_04_05,0,None,Rabi Harvest
2021_04_06,0,None,Rabi Harvest
2021_04_07,0,None,Rabi Harvest
2021_04_08,0,None,Rabi Harvest
2021_04_09,0,None,Rabi Harvest
2021_04_10,0,None,Rabi Harvest
2021_04_11,0,None,Rabi Harvest
2021_04_12,0,None,Rabi Harvest
2021_04_13,0,None,Rabi Harvest
2021_04_14,1,Dr. B. R. Ambedkar's Jayanti,Rabi Harvest
2021_04_15,0,None,Rabi Harvest
2021_04_16,0,None,Rabi Harvest
2021_04_17,0,None,Rabi Harvest
2021_04_18,0,None,Rabi Harvest
2021_04_19,0,None,Rabi Harvest
2021_04_20,0,None,Rabi Harvest
2021_04_21,1,Ram Navami,Rabi Harvest
2021_04_22,0,None,Rabi Harvest
2021_04_23,0,None,Rabi Harvest
2021_04_24,0,None,Rabi Harvest
2021_04_25,1,Mahavir Jayanti,Rabi Harvest
2021_04_26,0,None,Rabi Harvest
2021_04_27,0,None,Rabi Harvest
2021_04_28,0,None,Rabi Harvest
2021_04_29,0,None,Rabi Harvest
2021_04_30,0,None,Rabi Harvest
2021_05_01,0,None,Rabi Harvest
2021_05_02,0,None,Rabi Harvest
2021_05_03,0,None,Rabi Harvest
2021_05_04,0,None,Rabi Harvest
2021_05_05,0,None,Rabi Harvest
2021_05_06,0,None,Rabi Harvest
2021_05_07,0,None,Rabi Harvest
2021_05_08,0,None,Rabi Harvest
2021_05_09,0,None,Rabi Harvest
2021_05_10,0,None,Rabi Harvest
2021_05_11,0,None,Rabi Harvest
2021_05_12,0,None,Rabi Harvest
2021_05_13,0,None,Rabi Harvest
2021_05_14,1,Id-ul-Fitr,Rabi Harvest
2021_05_15,0,None,Rabi Harvest
2021_05_16,0,None,Rabi Harvest
2021_05_17,0,None,Rabi Harvest
2021_05_18,0,None,Rabi Harvest
2021_05_19,0,None,Rabi Harvest
2021_05_20,0,None,Rabi Harvest
2021_05_21,0,None,Rabi Harvest
2021_05_22,0,None,Rabi Harvest
2021_05_23,0,None,Rabi Harvest
2021_05_24,0,None,Rabi Harvest
2021_05_25,0,None,Rabi Harvest
2021_05_26,1,Buddha Purnima,Rabi Harvest
2021_05_27,0,None,Rabi Harvest
2021_05_28,0,None,Rabi Harvest
2021_05_29,0,None,Rabi Harvest
2021_05_30,0,None,Rabi Harvest
2021_05_31,0,None,Rabi Harvest
2021_06_01,0,None,Zaid Lean Season
2021_06_02,0,None,Zaid Lean Season
2021_06_03,0,None,Zaid Lean Season
2021_06_04,0,None,Zaid Lean Season
2021_06_05,0,None,Zaid Lean Season
2021_06_06,0,None,Zaid Lean Season
2021_06_07,0,None,Zaid Lean Season
2021_06_08,0,None,Zaid Lean Season
2021_06_09,0,None,Zaid Lean Season
2021_06_10,0,None,Zaid Lean Season
2021_06_11,0,None,Zaid Lean Season
2021_06_12,0,None,Zaid Lean Season
2021_06_13,0,None,Zaid Lean Season
2021_06_14,0,None,Zaid Lean Season
2021_06_15,0,None,Zaid Lean Season
2021_06_16,0,None,Zaid Lean Season
2021_06_17,0,None,Zaid Lean Season
2021_06_18,0,None,Zaid Lean Season
2021_06_19,0,None,Zaid Lean Season
2021_06_20,0,None,Zaid Lean Season
2021_06_21,0,None,Zaid Lean Season
2021_06_22,0,None,Zaid Lean Season
2021_06_23,0,None,Zaid Lean Season
2021_06_24,0,None,Zaid Lean Season
2021_06_25,0,None,Zaid Lean Season
2021_06_26,0,None,Zaid Lean Season
2021_06_27,0,None,Zaid Lean Season
2021_06_28,0,None,Zaid Lean Season
2021_06_29,0,None,Zaid Lean Season
2021_06_30,0,None,Zaid Lean Season
2021_07_01,0,None,Zaid Lean Season
2021_07_02,0,None,Zaid Lean Season
2021_07_03,0,None,Zaid Lean Season
2021_07_04,0,None,Zaid Lean Season
2021_07_05,0,None,Zaid Lean Season
2021_07_06,0,None,Zaid Lean Season
2021_07_07,0,None,Zaid Lean Season
2021_07_08,0,None,Zaid Lean Season
2021_07_09,0,None,Zaid Lean Season
2021_07_10,0,None,Zaid Lean Season
2021_07_11,0,None,Zaid Lean Season
2021_07_12,0,None,Zaid Lean Season
2021_07_13,0,None,Zaid Lean Season
2021_07_14,0,None,Zaid Lean Season
2021_07_15,0,None,Zaid Lean Season
2021_07_16,0,None,Zaid Lean Season
2021_07_17,0,None,Zaid Lean Season
2021_07_18,0,None,Zaid Lean Season
2021_07_19,0,None,Zaid Lean Season
2021_07_20,0,None,Zaid Lean Season
2021_07_21,1,Id-ul-Zuha (Bakrid),Zaid Lean Season
2021_07_22,0,None,Zaid Lean Season
2021_07_23,0,None,Zaid Lean Season
2021_07_24,0,None,Zaid Lean Season
2021_07_25,0,None,Zaid Lean Season
2021_07_26,0,None,Zaid Lean Season
2021_07_27,0,None,Zaid Lean Season
2021_07_28,0,None,Zaid Lean Season
2021_07_29,0,None,Zaid Lean Season
2021_07_30,0,None,Zaid Lean Season
2021_07_31,0,None,Zaid Lean Season
2021_08_01,0,None,Zaid Lean Season
2021_08_02,0,None,Zaid Lean Season
2021_08_03,0,None,Zaid Lean Season
2021_08_04,0,None,Zaid Lean Season
2021_08_05,0,None,Zaid Lean Season
2021_08_06,0,None,Zaid Lean Season
2021_08_07,0,None,Zaid Lean Season
2021_08_08,0,None,Zaid Lean Season
2021_08_09,0,None,Zaid Lean Season
2021_08_10,0,None,Zaid Lean Season
2021_08_11,0,None,Zaid Lean Season
2021_08_12,0,None,Zaid Lean Season
2021_08_13,0,None,Zaid Lean Season
2021_08_14,0,None,Zaid Lean Season
2021_08_15,1,Independence Day,Zaid Lean Season
2021_08_16,0,None,Zaid Lean Season
2021_08_17,0,None,Zaid Lean Season
2021_08_18,0,None,Zaid Lean Season
2021_08_19,1,Muharram,Zaid Lean Season
2021_08_20,0,None,Zaid Lean Season
2021_08_21,0,None,Zaid Lean Season
2021_08_22,0,None,Zaid Lean Season
2021_08_23,0,None,Zaid Lean Season
2021_08_24,0,None,Zaid Lean Season
2021_08_25,0,None,Zaid Lean Season
2021_08_26,0,None,Zaid Lean Season
2021_08_27,0,None,Zaid Lean Season
2021_08_28,0,None,Zaid Lean Season
2021_08_29,0,None,Zaid Lean Season
2021_08_30,1,Janmashtami (Vaishnava),Zaid Lean Season
2021_08_31,0,None,Zaid Lean Season
2021_09_01,1,None,Kharif Harvest
2021_09_02,1,None,Kharif Harvest
2021_09_03,1,None,Kharif Harvest
2021_09_04,1,None,Kharif Harvest
2021_09_05,1,None,Kharif Harvest
2021_09_06,1,None,Kharif Harvest
2021_09_07,1,None,Kharif Harvest
2021_09_08,1,None,Kharif Harvest
2021_09_09,1,None,Kharif Harvest
2021_09_10,1,None,Kharif Harvest
2021_09_11,1,None,Kharif Harvest
2021_09_12,1,None,Kharif Harvest
2021_09_13,1,None,Kharif Harvest
2021_09_14,1,None,Kharif Harvest
2021_09_15,1,None,Kharif Harvest
2021_09_16,1,None,Kharif Harvest
2021_09_17,1,None,Kharif Harvest
2021_09_18,1,None,Kharif Harvest
2021_09_19,1,None,Kharif Harvest
2021_09_20,1,None,Kharif Harvest
2021_09_21,1,None,Kharif Harvest
2021_09_22,1,None,Kharif Harvest
2021_09_23,1,None,Kharif Harvest
2021_09_24,1,None,Kharif Harvest
2021_09_25,1,None,Kharif Harvest
2021_09_26,1,None,Kharif Harvest
2021_09_27,1,None,Kharif Harvest
2021_09_28,1,None,Kharif Harvest
2021_09_29,1,None,Kharif Harvest
2021_09_30,1,None,Kharif Harvest
2021_10_01,1,None,Kharif Harvest
2021_10_02,1,Mahatma Gandhi's Jayanti,Kharif Harvest
2021_10_03,1,None,Kharif Harvest
2021_10_04,1,None,Kharif Harvest
2021_10_05,1,None,Kharif Harvest
2021_10_06,1,None,Kharif Harvest
2021_10_07,1,None,Kharif Harvest
2021_10_08,1,None,Kharif Harvest
2021_10_09,1,None,Kharif Harvest
2021_10_10,1,None,Kharif Harvest
2021_10_11,1,None,Kharif Harvest
2021_10_12,1,None,Kharif Harvest
2021_10_13,1,None,Kharif Harvest
2021_10_14,1,None,Kharif Harvest
2021_10_15,1,Dussehra,Kharif Harvest
2021_10_16,1,None,Kharif Harvest
2021_10_17,1,None,Kharif Harvest
2021_10_18,1,None,Kharif Harvest
2021_10_19,1,Milad-un-Nabi,Kharif Harvest
2021_10_20,1,None,Kharif Harvest
2021_10_21,1,None,Kharif Harvest
2021_10_22,1,None,Kharif Harvest
2021_10_23,1,None,Kharif Harvest
2021_10_24,1,None,Kharif Harvest
2021_10_25,1,None,Kharif Harvest
2021_10_26,1,None,Kharif Harvest
2021_10_27,1,None,Kharif Harvest
2021_10_28,1,None,Kharif Harvest
2021_10_29,1,None,Kharif Harvest
2021_10_30,1,None,Kharif Harvest
2021_10_31,1,None,Kharif Harvest
2021_11_01,1,None,Kharif Harvest
2021_11_02,1,None,Kharif Harvest
2021_11_03,1,None,Kharif Harvest
2021_11_04,1,Diwali (Deepavali),Kharif Harvest
2021_11_05,1,None,Kharif Harvest
2021_11_06,1,None,Kharif Harvest
2021_11_07,1,None,Kharif Harvest
2021_11_08,1,None,Kharif Harvest
2021_11_09,1,None,Kharif Harvest
2021_11_10,1,None,Kharif Harvest
2021_11_11,1,None,Kharif Harvest
2021_11_12,1,None,Kharif Harvest
2021_11_13,1,None,Kharif Harvest
2021_11_14,1,None,Kharif Harvest
2021_11_15,1,None,Kharif Harvest
2021_11_16,1,None,Kharif Harvest
2021_11_17,1,None,Kharif Harvest
2021_11_18,1,None,Kharif Harvest
2021_11_19,1,Guru Nanak's Jayanti,Kharif Harvest
2021_11_20,1,None,Kharif Harvest
2021_11_21,1,None,Kharif Harvest
2021_11_22,1,None,Kharif Harvest
2021_11_23,1,None,Kharif Harvest
2021_11_24,1,None,Kharif Harvest
2021_11_25,1,None,Kharif Harvest
2021_11_26,1,None,Kharif Harvest
2021_11_27,1,None,Kharif Harvest
2021_11_28,1,None,Kharif Harvest
2021_11_29,1,None,Kharif Harvest
2021_11_30,1,None,Kharif Harvest
2021_12_01,0,None,Zaid Lean Season
2021_12_02,0,None,Zaid Lean Season
2021_12_03,0,None,Zaid Lean Season
2021_12_04,0,None,Zaid Lean Season
2021_12_05,0,None,Zaid Lean Season
2021_12_06,0,None,Zaid Lean Season
2021_12_07,0,None,Zaid Lean Season
2021_12_08,0,None,Zaid Lean Season
2021_12_09,0,None,Zaid Lean Season
2021_12_10,0,None,Zaid Lean Season
2021_12_11,0,None,Zaid Lean Season
2021_12_12,0,None,Zaid Lean Season
2021_12_13,0,None,Zaid Lean Season
2021_12_14,0,None,Zaid Lean Season
2021_12_15,0,None,Zaid Lean Season
2021_12_16,0,None,Zaid Lean Season
2021_12_17,0,None,Zaid Lean Season
2021_12_18,0,None,Zaid Lean Season
2021_12_19,0,None,Zaid Lean Season
2021_12_20,0,None,Zaid Lean Season
2021_12_21,0,None,Zaid Lean Season
2021_12_22,0,None,Zaid Lean Season
2021_12_23,0,None,Zaid Lean Season
2021_12_24,0,None,Zaid Lean Season
2021_12_25,1,Christmas,Zaid Lean Season
2021_12_26,0,None,Zaid Lean Season
2021_12_27,0,None,Zaid Lean Season
2021_12_28,0,None,Zaid Lean Season
2021_12_29,0,None,Zaid Lean Season
2021_12_30,0,None,Zaid Lean Season
2021_12_31,0,None,Zaid Lean Season
2022_01_01,0,None,Zaid Lean Season
2022_01_02,0,None,Zaid Lean Season
2022_01_03,0,None,Zaid Lean Season
2022_01_04,0,None,Zaid Lean Season
2022_01_05,0,None,Zaid Lean Season
2022_01_06,0,None,Zaid Lean Season
2022_01_07,0,None,Zaid Lean Season
2022_01_08,0,None,Zaid Lean Season
2022_01_09,0,None,Zaid Lean Season
2022_01_10,0,None,Zaid Lean Season
2022_01_11,0,None,Zaid Lean Season
2022_01_12,0,None,Zaid Lean Season
2022_01_13,0,None,Zaid Lean Season
2022_01_14,0,None,Zaid Lean Season
2022_01_15,0,None,Zaid Lean Season
2022_01_16,0,None,Zaid Lean Season
2022_01_17,0,None,Zaid Lean Season
2022_01_18,0,None,Zaid Lean Season
2022_01_19,0,None,Zaid Lean Season
2022_01_20,0,None,Zaid Lean Season
2022_01_21,0,None,Zaid Lean Season
2022_01_22,0,None,Zaid Lean Season
2022_01_23,0,None,Zaid Lean Season
2022_01_24,0,None,Zaid Lean Season
2022_01_25,0,None,Zaid Lean Season
2022_01_26,1,Republic Day,Zaid Lean Season
2022_01_27,0,None,Zaid Lean Season
2022_01_28,0,None,Zaid Lean Season
2022_01_29,0,None,Zaid Lean Season
2022_01_30,0,None,Zaid Lean Season
2022_01_31,0,None,Zaid Lean Season
2022_02_01,0,None,Zaid Lean Season
2022_02_02,0,None,Zaid Lean Season
2022_02_03,0,None,Zaid Lean Season
2022_02_04,0,None,Zaid Lean Season
2022_02_05,0,None,Zaid Lean Season
2022_02_06,0,None,Zaid Lean Season
2022_02_07,0,None,Zaid Lean Season
2022_02_08,0,None,Zaid Lean Season
2022_02_09,0,None,Zaid Lean Season
2022_02_10,0,None,Zaid Lean Season
2022_02_11,0,None,Zaid Lean Season
2022_02_12,0,None,Zaid Lean Season
2022_02_13,0,None,Zaid Lean Season
2022_02_14,0,None,Zaid Lean Season
2022_02_15,0,None,Zaid Lean Season
2022_02_16,0,None,Zaid Lean Season
2022_02_17,0,None,Zaid Lean Season
2022_02_18,0,None,Zaid Lean Season
2022_02_19,0,None,Zaid Lean Season
2022_02_20,0,None,Zaid Lean Season
2022_02_21,0,None,Zaid Lean Season
2022_02_22,0,None,Zaid Lean Season
2022_02_23,0,None,Zaid Lean Season
2022_02_24,0,None,Zaid Lean Season
2022_02_25,0,None,Zaid Lean Season
2022_02_26,0,None,Zaid Lean Season
2022_02_27,0,None,Zaid Lean Season
2022_02_28,0,None,Zaid Lean Season
2022_03_01,1,Maha Shivaratri,Rabi Harvest
2022_03_02,0,None,Rabi Harvest
2022_03_03,0,None,Rabi Harvest
2022_03_04,0,None,Rabi Harvest
2022_03_05,0,None,Rabi Harvest
2022_03_06,0,None,Rabi Harvest
2022_03_07,0,None,Rabi Harvest
2022_03_08,0,None,Rabi Harvest
2022_03_09,0,None,Rabi Harvest
2022_03_10,0,None,Rabi Harvest
2022_03_11,0,None,Rabi Harvest
2022_03_12,0,None,Rabi Harvest
2022_03_13,0,None,Rabi Harvest
2022_03_14,0,None,Rabi Harvest
2022_03_15,0,None,Rabi Harvest
2022_03_16,0,None,Rabi Harvest
2022_03_17,0,None,Rabi Harvest
2022_03_18,1,Holi,Rabi Harvest
2022_03_19,0,None,Rabi Harvest
2022_03_20,0,None,Rabi Harvest
2022_03_21,0,None,Rabi Harvest
2022_03_22,0,None,Rabi Harvest
2022_03_23,0,None,Rabi Harvest
2022_03_24,0,None,Rabi Harvest
2022_03_25,0,None,Rabi Harvest
2022_03_26,0,None,Rabi Harvest
2022_03_27,0,None,Rabi Harvest
2022_03_28,0,None,Rabi Harvest
2022_03_29,0,None,Rabi Harvest
2022_03_30,0,None,Rabi Harvest
2022_03_31,0,None,Rabi Harvest
2022_04_01,0,None,Rabi Harvest
2022_04_02,0,None,Rabi Harvest
2022_04_03,0,None,Rabi Harvest
2022_04_04,0,None,Rabi Harvest
2022_04_05,0,None,Rabi Harvest
2022_04_06,0,None,Rabi Harvest
2022_04_07,0,None,Rabi Harvest
2022_04_08,0,None,Rabi Harvest
2022_04_09,0,None,Rabi Harvest
2022_04_10,0,None,Rabi Harvest
2022_04_11,0,None,Rabi Harvest
2022_04_12,0,None,Rabi Harvest
2022_04_13,0,None,Rabi Harvest
2022_04_14,1,Dr. B. R. Ambedkar's Jayanti; Mahavir Jayanti,Rabi Harvest
2022_04_15,1,Good Friday,Rabi Harvest
2022_04_16,0,None,Rabi Harvest
2022_04_17,0,None,Rabi Harvest
2022_04_18,0,None,Rabi Harvest
2022_04_19,0,None,Rabi Harvest
2022_04_20,0,None,Rabi Harvest
2022_04_21,0,None,Rabi Harvest
2022_04_22,0,None,Rabi Harvest
2022_04_23,0,None,Rabi Harvest
2022_04_24,0,None,Rabi Harvest
2022_04_25,0,None,Rabi Harvest
2022_04_26,0,None,Rabi Harvest
2022_04_27,0,None,Rabi Harvest
2022_04_28,0,None,Rabi Harvest
2022_04_29,0,None,Rabi Harvest
2022_04_30,0,None,Rabi Harvest
2022_05_01,0,None,Rabi Harvest
2022_05_02,0,None,Rabi Harvest
2022_05_03,1,Id-ul-Fitr,Rabi Harvest
2022_05_04,0,None,Rabi Harvest
2022_05_05,0,None,Rabi Harvest
2022_05_06,0,None,Rabi Harvest
2022_05_07,0,None,Rabi Harvest
2022_05_08,0,None,Rabi Harvest
2022_05_09,0,None,Rabi Harvest
2022_05_10,0,None,Rabi Harvest
2022_05_11,0,None,Rabi Harvest
2022_05_12,0,None,Rabi Harvest
2022_05_13,0,None,Rabi Harvest
2022_05_14,0,None,Rabi Harvest
2022_05_15,0,None,Rabi Harvest
2022_05_16,1,Buddha Purnima,Rabi Harvest
2022_05_17,0,None,Rabi Harvest
2022_05_18,0,None,Rabi Harvest
2022_05_19,0,None,Rabi Harvest
2022_05_20,0,None,Rabi Harvest
2022_05_21,0,None,Rabi Harvest
2022_05_22,0,None,Rabi Harvest
2022_05_23,0,None,Rabi Harvest
2022_05_24,0,None,Rabi Harvest
2022_05_25,0,None,Rabi Harvest
2022_05_26,0,None,Rabi Harvest
2022_05_27,0,None,Rabi Harvest
2022_05_28,0,None,Rabi Harvest
2022_05_29,0,None,Rabi Harvest
2022_05_30,0,None,Rabi Harvest
2022_05_31,0,None,Rabi Harvest
2022_06_01,0,None,Zaid Lean Season
2022_06_02,0,None,Zaid Lean Season
2022_06_03,0,None,Zaid Lean Season
2022_06_04,0,None,Zaid Lean Season
2022_06_05,0,None,Zaid Lean Season
2022_06_06,0,None,Zaid Lean Season
2022_06_07,0,None,Zaid Lean Season
2022_06_08,0,None,Zaid Lean Season
2022_06_09,0,None,Zaid Lean Season
2022_06_10,0,None,Zaid Lean Season
2022_06_11,0,None,Zaid Lean Season
2022_06_12,0,None,Zaid Lean Season
2022_06_13,0,None,Zaid Lean Season
2022_06_14,0,None,Zaid Lean Season
2022_06_15,0,None,Zaid Lean Season
2022_06_16,0,None,Zaid Lean Season
2022_06_17,0,None,Zaid Lean Season
2022_06_18,0,None,Zaid Lean Season
2022_06_19,0,None,Zaid Lean Season
2022_06_20,0,None,Zaid Lean Season
2022_06_21,0,None,Zaid Lean Season
2022_06_22,0,None,Zaid Lean Season
2022_06_23,0,None,Zaid Lean Season
2022_06_24,0,None,Zaid Lean Season
2022_06_25,0,None,Zaid Lean Season
2022_06_26,0,None,Zaid Lean Season
2022_06_27,0,None,Zaid Lean Season
2022_06_28,0,None,Zaid Lean Season
2022_06_29,0,None,Zaid Lean Season
2022_06_30,0,None,Zaid Lean Season
2022_07_01,0,None,Zaid Lean Season
2022_07_02,0,None,Zaid Lean Season
2022_07_03,0,None,Zaid Lean Season
2022_07_04,0,None,Zaid Lean Season
2022_07_05,0,None,Zaid Lean Season
2022_07_06,0,None,Zaid Lean Season
2022_07_07,0,None,Zaid Lean Season
2022_07_08,0,None,Zaid Lean Season
2022_07_09,0,None,Zaid Lean Season
2022_07_10,1,Id-ul-Zuha (Bakrid),Zaid Lean Season
2022_07_11,0,None,Zaid Lean Season
2022_07_12,0,None,Zaid Lean Season
2022_07_13,0,None,Zaid Lean Season
2022_07_14,0,None,Zaid Lean Season
2022_07_15,0,None,Zaid Lean Season
2022_07_16,0,None,Zaid Lean Season
2022_07_17,0,None,Zaid Lean Season
2022_07_18,0,None,Zaid Lean Season
2022_07_19,0,None,Zaid Lean Season
2022_07_20,0,None,Zaid Lean Season
2022_07_21,0,None,Zaid Lean Season
2022_07_22,0,None,Zaid Lean Season
2022_07_23,0,None,Zaid Lean Season
2022_07_24,0,None,Zaid Lean Season
2022_07_25,0,None,Zaid Lean Season
2022_07_26,0,None,Zaid Lean Season
2022_07_27,0,None,Zaid Lean Season
2022_07_28,0,None,Zaid Lean Season
2022_07_29,0,None,Zaid Lean Season
2022_07_30,0,None,Zaid Lean Season
2022_07_31,0,None,Zaid Lean Season
2022_08_01,0,None,Zaid Lean Season
2022_08_02,0,None,Zaid Lean Season
2022_08_03,0,None,Zaid Lean Season
2022_08_04,0,None,Zaid Lean Season
2022_08_05,0,None,Zaid Lean Season
2022_08_06,0,None,Zaid Lean Season
2022_08_07,0,None,Zaid Lean Season
2022_08_08,0,None,Zaid Lean Season
2022_08_09,1,Muharram,Zaid Lean Season
2022_08_10,0,None,Zaid Lean Season
2022_08_11,0,None,Zaid Lean Season
2022_08_12,0,None,Zaid Lean Season
2022_08_13,0,None,Zaid Lean Season
2022_08_14,0,None,Zaid Lean Season
2022_08_15,1,Independence Day,Zaid Lean Season
2022_08_16,0,None,Zaid Lean Season
2022_08_17,0,None,Zaid Lean Season
2022_08_18,0,None,Zaid Lean Season
2022_08_19,1,Janmashtami (Vaishnava),Zaid Lean Season
2022_08_20,0,None,Zaid Lean Season
2022_08_21,0,None,Zaid Lean Season
