target_nominal_coverage_pct,cqr_offset_qconf_rs_qtl,uncalibrated_coverage_pct,uncalibrated_mpiw_rs_qtl,calibrated_coverage_pct,calibrated_mpiw_rs_qtl,rearrangement_raw_crossings,rearrangement_post_crossings
80.0,0.93,78.24,165.05,79.85,166.91,2942,0
